  0.0000000000000000E+00  -3.3501822696324943E-04  -9.2048394154624086E-04  -2.9736695723094427E-04  -2.9311537799177166E-04  -2.9497179959461290E-04  -3.3548513496113792E-04  -3.3587897823986591E-04  -1.5438625746284187E-06  -1.6153271708155942E-06  -3.4432760758290016E-06  -1.2211957292637281E-05  -1.5707217220049694E-05  -3.7809649493332329E-05  -1.5472967524187721E-05  -3.9322165390891017E-07  -2.3877719797806221E-06  -1.4890468936995495E-06  -1.2031152937514460E-05  -2.0262958293214401E-06  -1.2862254934257035E-05  -1.5494873772749145E-06  -4.2617448694149058E-05  -5.3345449375812545E-06  -4.3088714726412431E-06  -1.7832659280513346E-07
 -3.3501822696324943E-04   0.0000000000000000E+00  -2.9324923209797369E-04  -7.2080345134987715E-05  -3.0572344919280107E-05  -7.2463597991948128E-05  -1.0724812910608447E-04  -1.0750682181372206E-04  -4.4692148691566975E-07  -5.0546132023147774E-07  -8.8979698586376514E-07  -2.8489484873096970E-06  -2.7489070018175210E-06  -1.1883762847572400E-05  -3.3458019564618643E-06  -9.7334862514449239E-08  -4.6911198138250857E-07  -2.6293726359354629E-07  -1.7211980705497904E-06  -5.5182376678994364E-07  -2.4732417903615167E-06  -3.1366952054310353E-07  -1.3151513567045620E-05  -1.7469839617132508E-06  -1.7155540935101183E-06  -5.1942640903422718E-08
 -9.2048394154624086E-04  -2.9324923209797369E-04   0.0000000000000000E+00  -3.4233285293776321E-04  -3.3733985835214368E-04  -3.3850521150940045E-04  -2.9252717605804607E-04  -2.8918453066772667E-04  -4.0956036051135046E-06  -3.6909972375878929E-06  -1.2125973184089533E-05  -6.2978482047509838E-05  -1.1221419147630225E-04  -1.7415792311737874E-04  -6.6542430010440220E-05  -1.3727592587537060E-06  -1.4568669216601187E-05  -8.0063017786159541E-06  -1.1919113625122324E-04  -5.9538492496025673E-06  -6.4846283213787338E-05  -5.9658692362756835E-06  -1.9838581637329975E-04  -2.3412644084922961E-05  -1.2750299074716156E-05  -4.2413600447015574E-07
 -2.9736695723094427E-04  -7.2080345134987715E-05  -3.4233285293776321E-04   0.0000000000000000E+00  -1.0967572740899646E-04  -1.1006866438795365E-04  -7.1897450914959119E-05  -2.9539945041854251E-05  -2.2613218831077927E-06  -2.2280615545437634E-06  -6.8892443209800966E-06  -4.7426397819237238E-05  -5.6249180871996454E-05  -1.2132493145412270E-04  -6.8864564271076069E-05  -6.5704988900620149E-07  -5.3187168175082358E-06  -3.9238925103926539E-06  -5.5473442839414907E-05  -6.0849324880586165E-06  -7.3866187048514224E-05  -4.9392515819252699E-06  -1.0670592671990373E-04  -1.1168574837621382E-05  -1.0103788800020398E-05  -2.0472796327622650E-07
 -2.9311537799177166E-04  -3.0572344919280107E-05  -3.3733985835214368E-04  -1.0967572740899646E-04   0.0000000000000000E+00  -1.0846949009919439E-04  -6.9788675639196056E-05  -6.8503686665977609E-05  -6.0585610553571775E-07  -5.0041976766336648E-07  -1.8127396616987747E-06  -8.0033093076729322E-06  -2.1606980388730579E-05  -1.3728609779750727E-05  -9.3712394588288530E-06  -2.4331700516764664E-07  -2.7994452853393363E-06  -2.0471125098744936E-06  -2.9702525520553290E-05  -7.8783373498678182E-07  -9.1509034606932704E-06  -1.1895122756678439E-06  -1.5298543828311209E-05  -2.0523447083634248E-06  -1.0508603175725188E-06  -7.0985231187294364E-08
 -2.9497179959461290E-04  -7.2463597991948128E-05  -3.3850521150940045E-04  -1.1006866438795365E-04  -1.0846949009919439E-04   0.0000000000000000E+00  -3.0338123852078858E-05  -6.8597069310461065E-05  -1.1421516973087571E-06  -9.1503377803783744E-07  -3.5630244537075339E-06  -1.6339464171881410E-05  -3.2692552257438434E-05  -6.1578516192423589E-05  -1.0311115239090733E-05  -4.5254114311431987E-07  -6.4465715063184175E-06  -1.9703169639442158E-06  -3.0795801772370832E-05  -1.0061472016836839E-06  -7.3915944158333460E-06  -9.7182455907008689E-07  -6.3444709878512538E-05  -1.3224311430743013E-05  -3.8560816413610656E-06  -1.2751607898285410E-07
 -3.3548513496113792E-04  -1.0724812910608447E-04  -2.9252717605804607E-04  -7.1897450914959119E-05  -6.9788675639196056E-05  -3.0338123852078858E-05   0.0000000000000000E+00  -1.0751924115611439E-04  -2.7736301065973120E-07  -3.0678387334905785E-07  -5.6778328188907226E-07  -1.8394514367731907E-06  -2.2180394393049016E-06  -4.3209720783700818E-06  -3.1368245456851634E-06  -6.5615458506548443E-08  -3.1341610632335146E-07  -2.6542425162191416E-07  -1.6637254338292936E-06  -4.5462922880037800E-07  -2.8950132759649245E-06  -3.6064478734624720E-07  -4.4459296824685760E-06  -5.6374630882350613E-07  -6.0387195857710555E-07  -3.3283742638368173E-08
 -3.3587897823986591E-04  -1.0750682181372206E-04  -2.8918453066772667E-04  -2.9539945041854251E-05  -6.8503686665977609E-05  -6.8597069310461065E-05  -1.0751924115611439E-04   0.0000000000000000E+00  -1.8994844477109096E-07  -1.8392674380302889E-07  -4.0829242819430007E-07  -1.1553095848423643E-06  -1.7373534784352293E-06  -3.1020727993930851E-06  -1.2721224197863343E-06  -5.3813726613266664E-08  -3.3047959469996075E-07  -1.9144419375754602E-07  -1.2439276900423562E-06  -1.7940226552577115E-07  -8.8283313779723617E-07  -1.5867407917720544E-07  -2.7560069274559839E-06  -5.8543364311715588E-07  -3.8120738578598268E-07  -2.5102182176202249E-08
 -1.5438625746284187E-06  -4.4692148691566975E-07  -4.0956036051135046E-06  -2.2613218831077927E-06  -6.0585610553571775E-07  -1.1421516973087571E-06  -2.7736301065973120E-07  -1.8994844477109096E-07   0.0000000000000000E+00  -8.8413609409904387E-04  -1.0147887697324210E-03  -6.0015024078029645E-04  -1.6802412047560008E-04  -3.7669016485325540E-04  -3.9460271128231904E-04  -2.1561808130993515E-04  -2.6946337036173383E-05  -3.0213010122569602E-05  -1.0687720350689224E-05  -1.3486241833970478E-04  -2.1896135120966914E-05  -6.8592370077493373E-05  -2.1565666145188474E-05  -6.1458384009134096E-05  -1.3306033194902873E-04  -3.1002763133234978E-04
 -1.6153271708155942E-06  -5.0546132023147774E-07  -3.6909972375878929E-06  -2.2280615545437634E-06  -5.0041976766336648E-07  -9.1503377803783744E-07  -3.0678387334905785E-07  -1.8392674380302889E-07  -8.8413609409904387E-04   0.0000000000000000E+00  -9.3594956543229782E-04  -4.2943163708397930E-04  -5.8795488081784674E-05  -3.1215243028605072E-04  -4.0162786697912553E-04  -7.0024392469437936E-05  -7.6272843868592299E-06  -9.3642504354985333E-06  -5.3231932008955671E-06  -2.1321986855910708E-04  -2.3497983765737742E-05  -4.9279099340282887E-05  -1.9749407287131386E-05  -3.1724924917055424E-05  -1.7548100158751293E-04  -2.8513008890079512E-04
 -3.4432760758290016E-06  -8.8979698586376514E-07  -1.2125973184089533E-05  -6.8892443209800966E-06  -1.8127396616987747E-06  -3.5630244537075339E-06  -5.6778328188907226E-07  -4.0829242819430007E-07  -1.0147887697324210E-03  -9.3594956543229782E-04   0.0000000000000000E+00  -9.3247278848745420E-04  -8.7358972770122819E-04  -8.5996640485609698E-04  -8.3633054287613731E-04  -2.8712123019459076E-04  -2.1749740218899360E-04  -2.1847917756903147E-04  -7.7232464977032363E-05  -1.8497221985684312E-04  -7.6025678105668735E-05  -2.0061292801999410E-04  -8.2252852208099958E-05  -2.1457605482763005E-04  -2.0205763713015195E-04  -3.2934981158037077E-04
 -1.2211957292637281E-05  -2.8489484873096970E-06  -6.2978482047509838E-05  -4.7426397819237238E-05  -8.0033093076729322E-06  -1.6339464171881410E-05  -1.8394514367731907E-06  -1.1553095848423643E-06  -6.0015024078029645E-04  -4.2943163708397930E-04  -9.3247278848745420E-04   0.0000000000000000E+00  -7.8876917784482202E-04  -7.8046639106407821E-04  -7.7909940619264582E-04  -1.9548555702489021E-04  -2.5331118657242509E-04  -2.5502534938426201E-04  -2.5918943914314226E-04  -2.3247478751264755E-04  -2.6688243692989583E-04  -2.5406345412273509E-04  -2.6905285534337982E-04  -2.5441565340494958E-04  -2.3793453428689077E-04  -5.4428535077387889E-05
