  1.5236996050654755E-03   9.9378979429269199E-01   5.5867581194759552E-01   5.5870796650560550E-01   1.2252347473850215E-03   5.5815172933771739E-01   1.2815541830661413E-03   1.2412910230928842E-03   4.9802361143705087E-01
  1.3300545861733626E-05   1.5836900530985666E-03   4.3808183337976331E-01   1.5299132826573545E-04   1.4208984711317697E-03   1.5679397635871581E-04   8.5840927860669352E-05   7.7881141828502185E-05   2.9287976138945584E-04
  9.9368064084043761E-01   1.5287666355539920E-03   1.2359951811386080E-03   1.2515400122575242E-03   5.6011649132386332E-01   1.2464370357094269E-03   5.5838210028408874E-01   5.5326707567712752E-01   5.0019316582393591E-01
  1.6106162691702562E-03   1.3313429310995678E-05   7.1365265638214067E-05   1.3536650473775641E-03   1.3911119388277900E-04   8.4641958388388620E-05   1.5860725109845481E-04   4.4184671437830270E-01   2.7527117892165917E-04
  1.5991434139750042E-03   1.3594347770331928E-05   1.5293300928441776E-03   8.2017658880349529E-05   4.3672433580316894E-01   7.5129565050618591E-05   1.7257166382814526E-04   2.0032485131841091E-04   2.9465325401812178E-04
  1.5449687405115194E-03   1.3396959901065650E-05   8.8183601930455423E-05   7.4848026365369210E-05   1.5652277638924576E-04   1.4824294783188797E-03   4.3822278359883438E-01   2.0827046684925328E-04   3.0583714385878962E-04
  1.2872668059104918E-05   1.5277529990519159E-03   1.5198543838596871E-04   1.4269847561413349E-04   7.3412725358404236E-05   4.3865339264712183E-01   1.5381952722707654E-03   9.6062479086840704E-05   2.7168213969984336E-04
  1.2392548390329418E-05   1.5295028781267461E-03   1.5294015004138533E-04   4.3818761943717716E-01   8.4969951889348925E-05   1.4716133372855310E-04   8.4947255416144233E-05   1.5829444275571242E-03   2.4805566485207911E-04
  5.7762354828171282E-11   1.0564281891831770E-12   2.7578856137950496E-10   1.2431512469285193E-09   7.6372988188444434E-09   4.6140073402219906E-11   3.7892412388736250E-09   8.9394095451690206E-08   7.4172086666364160E-09
  4.2741115295181957E-12   2.8100360213957210E-13   9.6265243246545041E-11   1.3789088153181020E-10   9.1471398764328471E-10   1.9306560328840063E-11   7.8181870036150915E-10   1.4869323355462187E-08   2.3440934652304356E-10
  4.9221647106684242E-10   7.5217893753459409E-12   5.8545801937692241E-10   1.0093893740194948E-09   2.0301718629377076E-08   6.5190749786271616E-10   4.1007777120301612E-08   2.2533939204196528E-08   1.2995908884004706E-08
  1.3976860446242298E-08   4.2565560853159781E-10   7.4060283253526037E-08   3.5658655788047206E-07   4.4336003529440080E-07   1.6274653024682560E-08   5.4456531617542594E-07   1.0169341849659005E-05   1.4379796706809027E-06
  2.8650952797960941E-08   6.4451116259222530E-09   4.6479696251283116E-08   6.4502152565177577E-07   1.0134790309438181E-05   8.3842563665561573E-08   8.2633503216021126E-06   3.9667837651785342E-05   2.0498666626582802E-05
  6.8392309429740820E-08   3.8209932545181501E-09   8.8277124012302286E-07   1.5100780402759740E-06   1.6985137878221641E-05   8.5281626424171219E-08   3.1580123441367648E-05   1.9994493232747113E-04   1.1049791861394646E-05
  4.8136271055963519E-08   1.1834619596298794E-10   3.4476988779962722E-08   7.0238552182115719E-07   4.9171020774907037E-07   1.2914784805364386E-08   1.1653822873260760E-06   6.1041499440818916E-05   3.4870792363229975E-06
  3.7237525568981488E-11   4.8913873430012888E-14   1.7276772352814970E-10   1.7507813186408466E-09   3.5342755989014861E-09   7.0567913863531296E-10   2.9715284358995009E-08   7.0960425215644716E-08   4.9062105868368175E-08
  3.3438805460742922E-09   1.1755750421857018E-11   1.4403099836330526E-09   2.3035403801926640E-08   2.1855002466330457E-09   5.8998148113972059E-09   1.8297345443701734E-08   4.3450997634093040E-07   1.7705850839592976E-07
