  2.6163242123684040E-14   7.7713541148889884E-12   1.4930839537292145E-13   3.7474619505289575E-10   1.2628519101391277E-08   1.0527965795282376E-08   3.8302439790901200E-10   2.3869718074246889E-08   9.6139212805029046E-08   4.9700913486871806E-10   1.5149967236019264E-07   1.4477354957689262E-07   1.0890485069218385E-08   4.3809449450310206E-06   1.4262563468381425E-08   7.1568968643005541E-07   6.6458939514982000E-09   1.3437678792683453E-06   3.1919049655516556E-08   2.8085538214231262E-07   6.6243075802408444E-10   7.3993421808843851E-09   7.4083017267796346E-08   3.0255485933563190E-07   4.5353212190813995E-07   1.3046295374798743E-08   9.6138202913941180E-08   1.5961246262701236E-08
  2.0344693244310990E-15   8.1659484348262149E-12   3.7370388145489556E-13   9.7236308728463398E-11   6.0338320034599266E-13   2.0562368551491708E-08   5.9908446062442867E-11   3.8249450944256995E-09   5.9754011449407305E-10   3.8960293615600732E-12   1.9416403018517225E-08   5.2372452898255722E-09   2.2177614046733128E-09   4.4280329701945864E-08   9.8834000232707157E-10   8.6708926338191955E-08   3.3155330525174025E-12   1.5392803218636150E-07   8.5964886811398649E-11   1.4779730490271314E-07   2.6821176856008537E-10   2.5261370480125547E-09   3.0951485154050401E-08   1.5063614731181096E-08   6.9756634182290297E-07   1.6381706109519891E-09   2.0556392529712553E-08   6.4592909879982589E-09
  5.6963072800049480E-12   3.3976502768174516E-10   3.0237338626099040E-11   1.6748487089344763E-08   4.7824338360750576E-07   5.3265923945353484E-07   5.1690890653487415E-08   4.1534868481046454E-07   2.9784608576122932E-06   1.4100863941366563E-09   2.5387982619345955E-06   5.8261779829795065E-06   8.5927846132489503E-08   4.2715979819415306E-04   2.5186744430788180E-07   1.3303436024827163E-05   6.2556162053271583E-08   6.0207776715836892E-05   2.0187471892375976E-06   1.1448076036329747E-05   3.2665863095032877E-08   1.7446505536271511E-06   3.3913622952021604E-05   1.3597538369939216E-05   1.1318184150677023E-05   3.6507388840149949E-07   1.6549420411696524E-06   3.7528179712028669E-07
  6.0801599881952661E-12   3.3291792544416324E-09   7.8879949632361490E-11   5.3289481652419623E-08   2.8803974256771435E-07   2.1146230150368927E-06   1.0266491780869377E-06   4.3620283145161649E-06   5.2600037989492464E-07   7.1168233043030096E-11   1.8889095783276921E-06   1.2212160872981573E-05   9.3420260774935938E-07   8.8801205409331173E-04   3.3822268782163660E-07   4.7152956820296996E-05   1.1748597172587796E-07   5.7140056553232968E-05   1.9668001318306377E-05   1.2104721053374365E-05   1.5501770302685076E-07   1.3228280982685672E-06   6.2450424056512832E-05   6.2195797766816213E-05   3.5147504745157855E-05   1.0598995879922376E-06   3.3065410762868277E-06   2.1955522186653100E-06
  1.5784465685851074E-13   1.2958702244987391E-11   1.7549388338378409E-13   3.8819094278972817E-10   1.2082611950879684E-07   1.3799978672722643E-08   2.1540784754545899E-09   1.2830555335072531E-08   6.9672703506186904E-07   1.7858929475985066E-10   1.2736540748612977E-06   2.9636930353306326E-07   6.3389547073857991E-09   2.8366971658313354E-06   7.5121163580841790E-08   1.3299759444623797E-07   8.2422235731492525E-10   5.4048704924751192E-06   7.0128413327143441E-08   2.4331257919548082E-07   3.4106217297506866E-10   8.2630969007097806E-08   4.1055349486377429E-07   6.3771276119385563E-07   5.3229993126498371E-07   3.5559639636969368E-08   1.7568300999270799E-08   6.5619674012847567E-08
  1.4620138302701142E-12   2.8832612883698886E-11   4.1281980418505906E-12   2.3105075481559448E-10   9.9222469441698123E-08   3.2695415233388321E-07   6.7487368019202896E-12   2.9778856579008452E-09   3.2664900014255189E-06   9.9542830908117467E-10   7.7818161204380650E-08   1.4868171199150347E-06   7.1033216782962415E-09   7.1653968056795139E-05   1.4066220108564494E-07   2.3321086848196329E-06   1.2827684345030933E-08   6.4274167076372816E-06   7.5017875711791234E-08   1.0417284448162599E-05   7.2689984251648947E-09   5.3959218892982609E-08   2.7030361480585440E-07   4.5726867639663111E-06   7.1196904854185722E-07   1.3903981967380964E-07   1.1792402566398398E-06   1.5791210651236690E-07
  6.7106513694614210E-16   4.6973981345540600E-13   2.2194073845123238E-15   7.5067275089183837E-13   1.3774816467526676E-11   5.3140045246670343E-12   2.1967160389887858E-11   2.0546496811932415E-09   1.0843631564772445E-09   1.5079002316507679E-11   7.6012948354061040E-09   3.3181351753584984E-09   3.2147339535407193E-10   4.3448565305376264E-07   4.9505015756891137E-10   1.9363040862134746E-08   7.4130786983790095E-10   8.4896163197902502E-08   2.7467317910989038E-10   5.3175834186420111E-09   6.7940910075030356E-11   1.3094755139729474E-09   5.2294517240285265E-09   9.7482046490052133E-09   3.1529729742642080E-08   9.0787608179661353E-10   4.4563063693485151E-09   1.6831045408564805E-09
  6.5618074114031387E-15   2.1138754551208837E-17   1.2635631554826916E-14   5.5664064138930193E-12   3.7332068806510015E-11   7.5172181412045543E-11   1.4462835041860298E-11   8.7457617382187138E-10   1.4837176182862791E-09   9.0032374588147816E-12   8.5015578609659974E-09   4.2132196518017681E-09   1.1395481930748183E-10   2.3606443408429312E-07   3.7976512045558445E-10   1.5876966043978036E-08   3.4226284843577385E-10   9.9035950770991496E-08   4.1703385785273237E-11   5.8802448239270843E-11   5.4713966377655732E-11   2.0134037055632512E-09   1.8562081327524470E-08   9.9164019066948640E-09   3.7287278077784403E-08   7.3553044906260469E-10   3.5352587543750675E-09   1.0538433920984914E-09
  2.4302030319945651E-03   1.9506323257453748E-03   9.9360326281743461E-01   2.8850841671305182E-05   3.8266554470795623E-07   5.3316271158491477E-07   6.4373195556690883E-07   1.4936360228412443E-05   2.2266286316642605E-05   4.4074955797815785E-01   1.2309236877245627E-05   1.9654497439725743E-03   2.9378003427566243E-03   1.1304069594257497E-04   4.2774271810534992E-01   1.0186716913566461E-03   3.7573157897718468E-01   1.3830115725937457E-04   6.5670590077000410E-04   8.6450117885528925E-06   9.5992298603373479E-04   2.5716201943289160E-05   6.9452409125567367E-05   1.7839394393138600E-03   1.4515845379221771E-05   5.6253498477297093E-01   6.5352183560804633E-02   2.3764838386591700E-02
  9.9752646122156186E-01   5.9110808166084855E-06   2.5071460733843646E-03   3.6763656854748575E-07   6.3854403988512401E-08   6.6363726842434060E-07   1.2717788111434181E-06   5.0105053139509984E-06   1.0486882173052486E-06   5.5665955126796640E-01   1.3122530449979518E-06   3.3670125227472106E-06   4.4710611336375584E-04   1.6553905051082739E-05   7.6122541340133799E-05   1.3516233837249921E-04   6.2256600655182626E-01   2.0477525313055197E-06   8.8432183787809851E-05   4.5991700497587136E-07   9.9738121783456046E-01   2.0776606786033749E-06   1.2122186498371383E-05   1.7185672716760357E-04   3.2203078476311769E-06   5.9878890640911918E-05   2.4863866034703704E-02   9.5213685300240614E-01
